Airport,Day,Hour,Intensity Level,Intensity Status,Busyness
ARN,Saturday,11,0,Average,70
ARN,Saturday,12,0,Average,65
ARN,Saturday,13,0,Average,65
ARN,Saturday,14,0,Average,65
ARN,Saturday,15,0,Average,60
ARN,Saturday,16,0,Average,55
ARN,Saturday,17,0,Average,45
ARN,Saturday,18,-1,Below average,40
ARN,Saturday,19,-1,Below average,35
ARN,Saturday,20,-1,Below average,35
ARN,Saturday,21,-1,Below average,30
ARN,Saturday,22,-1,Below average,30
ARN,Saturday,23,-1,Below average,30
ARN,Sunday,0,-1,Below average,30
ARN,Sunday,1,-1,Below average,25
ARN,Sunday,2,-1,Below average,20
ARN,Sunday,3,-1,Below average,25
ARN,Sunday,4,-1,Below average,30
ARN,Sunday,5,-1,Below average,40
ARN,Sunday,6,0,Average,45
ARN,Sunday,7,0,Average,50
ARN,Sunday,8,0,Average,60
ARN,Sunday,9,0,Average,65
ARN,Sunday,10,0,Average,70
ARN,Sunday,11,1,Above average,75
ARN,Sunday,12,2,High,80
ARN,Sunday,13,2,High,85
ARN,Sunday,14,2,High,85
ARN,Sunday,15,1,Above average,80
ARN,Sunday,16,1,Above average,75
ARN,Sunday,17,0,Average,70
ARN,Sunday,18,0,Average,65
ARN,Sunday,19,0,Average,65
ARN,Sunday,20,0,Average,60
ARN,Sunday,21,0,Average,55
ARN,Sunday,22,0,Average,50
ARN,Sunday,23,-1,Below average,40
ATH,Monday,0,-2,Low,20
ATH,Monday,1,-2,Low,10
ATH,Monday,2,-2,Low,10
ATH,Monday,3,-2,Low,10
ATH,Monday,4,-2,Low,15
ATH,Monday,5,-1,Below average,30
ATH,Monday,6,0,Average,50
ATH,Monday,7,0,Average,65
ATH,Monday,8,1,Above average,75
ATH,Monday,9,1,Above average,80
ATH,Monday,10,2,High,80
ATH,Monday,11,2,High,85
ATH,Monday,12,2,High,95
ATH,Monday,13,2,High,100
ATH,Monday,14,2,High,100
ATH,Monday,15,2,High,95
ATH,Monday,16,2,High,85
ATH,Monday,17,1,Above average,75
ATH,Monday,18,1,Above average,70
ATH,Monday,19,0,Average,65
ATH,Monday,20,0,Average,60
ATH,Monday,21,0,Average,50
ATH,Monday,22,0,Average,40
ATH,Monday,23,-1,Below average,30
ATH,Tuesday,0,-2,Low,20
ATH,Tuesday,1,-2,Low,15
ATH,Tuesday,2,-2,Low,10
ATH,Tuesday,3,-2,Low,10
ATH,Tuesday,4,-2,Low,15
ATH,Tuesday,5,-1,Below average,25
ATH,Tuesday,6,0,Average,45
ATH,Tuesday,7,0,Average,60
ATH,Tuesday,8,1,Above average,70
ATH,Tuesday,9,1,Above average,70
ATH,Tuesday,10,1,Above average,70
ATH,Tuesday,11,1,Above average,75
ATH,Tuesday,12,2,High,80
ATH,Tuesday,13,2,High,90
ATH,Tuesday,14,2,High,90
ATH,Tuesday,15,2,High,90
ATH,Tuesday,16,1,Above average,80
ATH,Tuesday,17,1,Above average,70
ATH,Tuesday,18,0,Average,60
ATH,Tuesday,19,0,Average,50
ATH,Tuesday,20,0,Average,45
ATH,Tuesday,21,0,Average,40
ATH,Tuesday,22,-1,Below average,35
ATH,Tuesday,23,-1,Below average,25
ATH,Wednesday,0,-2,Low,20
ATH,Wednesday,1,-2,Low,10
ATH,Wednesday,2,-2,Low,10
ATH,Wednesday,3,-2,Low,10
ATH,Wednesday,4,-2,Low,15
ATH,Wednesday,5,-1,Below average,25
ATH,Wednesday,6,0,Average,40
ATH,Wednesday,7,0,Average,55
ATH,Wednesday,8,0,Average,65
ATH,Wednesday,9,1,Above average,75
ATH,Wednesday,10,1,Above average,80
ATH,Wednesday,11,2,High,85
ATH,Wednesday,12,2,High,95
ATH,Wednesday,13,2,High,100
ATH,Wednesday,14,2,High,95
ATH,Wednesday,15,2,High,90
ATH,Wednesday,16,1,Above average,80
ATH,Wednesday,17,0,Average,70
ATH,Wednesday,18,0,Average,60
ATH,Wednesday,19,0,Average,55
ATH,Wednesday,20,0,Average,50
ATH,Wednesday,21,0,Average,45
ATH,Wednesday,22,-1,Below average,35
ATH,Wednesday,23,-1,Below average,25
ATH,Thursday,0,-1,Below average,25
ATH,Thursday,1,-2,Low,15
ATH,Thursday,2,-2,Low,10
ATH,Thursday,3,-2,Low,10
ATH,Thursday,4,-1,Below average,20
ATH,Thursday,5,-1,Below average,30
ATH,Thursday,6,0,Average,40
ATH,Thursday,7,0,Average,55
ATH,Thursday,8,1,Above average,70
ATH,Thursday,9,1,Above average,75
ATH,Thursday,10,2,High,80
ATH,Thursday,11,2,High,85
ATH,Thursday,12,2,High,95
ATH,Thursday,13,2,High,100
ATH,Thursday,14,2,High,100
ATH,Thursday,15,2,High,90
ATH,Thursday,16,2,High,80
ATH,Thursday,17,1,Above average,75
ATH,Thursday,18,0,Average,65
ATH,Thursday,19,0,Average,60
ATH,Thursday,20,0,Average,55
ATH,Thursday,21,0,Average,45
ATH,Thursday,22,0,Average,40
ATH,Thursday,23,-1,Below average,30
ATH,Friday,0,-1,Below average,20
ATH,Friday,1,-2,Low,15
ATH,Friday,2,-2,Low,10
ATH,Friday,3,-2,Low,15
ATH,Friday,4,-2,Low,20
ATH,Friday,5,-1,Below average,30
ATH,Friday,6,0,Average,40
ATH,Friday,7,0,Average,55
ATH,Friday,8,0,Average,65
ATH,Friday,9,1,Above average,75
ATH,Friday,10,2,High,85
ATH,Friday,11,2,High,90
ATH,Friday,12,2,High,95
ATH,Friday,13,2,High,100
ATH,Friday,14,2,High,100
ATH,Friday,15,2,High,95
ATH,Friday,16,2,High,90
ATH,Friday,17,2,High,80
ATH,Friday,18,1,Above average,75
ATH,Friday,19,0,Average,65
ATH,Friday,20,0,Average,60
ATH,Friday,21,0,Average,50
ATH,Friday,22,0,Average,40
ATH,Friday,23,-1,Below average,30
ATH,Saturday,0,-2,Low,15
ATH,Saturday,1,-2,Low,10
ATH,Saturday,2,-2,Low,10
ATH,Saturday,3,-2,Low,15
ATH,Saturday,4,-2,Low,20
ATH,Saturday,5,-1,Below average,25
ATH,Saturday,6,-1,Below average,35
ATH,Saturday,7,0,Average,45
ATH,Saturday,8,0,Average,55
ATH,Saturday,9,0,Average,65
ATH,Saturday,10,0,Average,70
ATH,Saturday,11,1,Above average,70
ATH,Saturday,12,1,Above average,75
ATH,Saturday,13,1,Above average,80
ATH,Saturday,14,2,High,85
ATH,Saturday,15,2,High,85
ATH,Saturday,16,2,High,80
ATH,Saturday,17,1,Above average,70
ATH,Saturday,18,0,Average,60
ATH,Saturday,19,0,Average,55
ATH,Saturday,20,0,Average,50
ATH,Saturday,21,0,Average,40
ATH,Saturday,22,-1,Below average,35
ATH,Saturday,23,-1,Below average,25
ATH,Sunday,0,-1,Below average,25
ATH,Sunday,1,-2,Low,15
ATH,Sunday,2,-2,Low,15
ATH,Sunday,3,-2,Low,15
ATH,Sunday,4,-1,Below average,20
ATH,Sunday,5,-1,Below average,35
ATH,Sunday,6,-1,Below average,35
ATH,Sunday,7,0,Average,40
ATH,Sunday,8,0,Average,50
ATH,Sunday,9,0,Average,60
ATH,Sunday,10,0,Average,65
ATH,Sunday,11,1,Above average,70
ATH,Sunday,12,1,Above average,75
ATH,Sunday,13,1,Above average,80
ATH,Sunday,14,2,High,80
ATH,Sunday,15,1,Above average,80
ATH,Sunday,16,1,Above average,75
ATH,Sunday,17,0,Average,65
ATH,Sunday,18,0,Average,60
ATH,Sunday,19,0,Average,60
ATH,Sunday,20,0,Average,55
ATH,Sunday,21,0,Average,55
ATH,Sunday,22,0,Average,45
ATH,Sunday,23,-1,Below average,35
AUH,Monday,0,2,High,80
AUH,Monday,1,0,Average,70
AUH,Monday,2,-1,Below average,60
AUH,Monday,3,-1,Below average,55
AUH,Monday,4,-1,Below average,50
AUH,Monday,5,-1,Below average,55
AUH,Monday,6,0,Average,75
AUH,Monday,7,2,High,90
AUH,Monday,8,2,High,95
AUH,Monday,9,2,High,100
AUH,Monday,10,2,High,100
AUH,Monday,11,2,High,95
AUH,Monday,12,2,High,100
AUH,Monday,13,2,High,100
AUH,Monday,14,2,High,95
AUH,Monday,15,2,High,90
AUH,Monday,16,2,High,80
AUH,Monday,17,0,Average,75
AUH,Monday,18,0,Average,70
AUH,Monday,19,0,Average,75
AUH,Monday,20,0,Average,80
AUH,Monday,21,2,High,85
AUH,Monday,22,2,High,90
AUH,Monday,23,2,High,90
AUH,Tuesday,0,2,High,85
AUH,Tuesday,1,0,Average,75
AUH,Tuesday,2,0,Average,65
AUH,Tuesday,3,-1,Below average,55
AUH,Tuesday,4,-1,Below average,55
AUH,Tuesday,5,-1,Below average,60
AUH,Tuesday,6,0,Average,65
AUH,Tuesday,7,0,Average,75
AUH,Tuesday,8,2,High,85
AUH,Tuesday,9,2,High,90
AUH,Tuesday,10,2,High,95
AUH,Tuesday,11,2,High,95
AUH,Tuesday,12,2,High,95
AUH,Tuesday,13,2,High,90
AUH,Tuesday,14,2,High,85
AUH,Tuesday,15,0,Average,80
AUH,Tuesday,16,0,Average,75
AUH,Tuesday,17,0,Average,75
AUH,Tuesday,18,0,Average,75
AUH,Tuesday,19,0,Average,75
AUH,Tuesday,20,0,Average,75
AUH,Tuesday,21,0,Average,75
AUH,Tuesday,22,0,Average,80
AUH,Tuesday,23,2,High,80
AUH,Wednesday,0,2,High,80
AUH,Wednesday,1,0,Average,75
AUH,Wednesday,2,0,Average,65
AUH,Wednesday,3,-1,Below average,60
AUH,Wednesday,4,-1,Below average,55
AUH,Wednesday,5,-1,Below average,60
AUH,Wednesday,6,0,Average,65
AUH,Wednesday,7,0,Average,80
AUH,Wednesday,8,2,High,90
AUH,Wednesday,9,2,High,95
AUH,Wednesday,10,2,High,100
AUH,Wednesday,11,2,High,100
AUH,Wednesday,12,2,High,95
AUH,Wednesday,13,2,High,90
AUH,Wednesday,14,2,High,85
AUH,Wednesday,15,2,High,80
AUH,Wednesday,16,0,Average,80
AUH,Wednesday,17,0,Average,75
AUH,Wednesday,18,0,Average,75
AUH,Wednesday,19,0,Average,70
AUH,Wednesday,20,0,Average,75
AUH,Wednesday,21,0,Average,75
AUH,Wednesday,22,2,High,80
AUH,Wednesday,23,2,High,85
AUH,Thursday,0,2,High,90
AUH,Thursday,1,0,Average,80
AUH,Thursday,2,0,Average,65
AUH,Thursday,3,-1,Below average,60
AUH,Thursday,4,-1,Below average,60
AUH,Thursday,5,-1,Below average,65
AUH,Thursday,6,0,Average,70
AUH,Thursday,7,2,High,85
AUH,Thursday,8,2,High,95
AUH,Thursday,9,2,High,95
AUH,Thursday,10,2,High,95
AUH,Thursday,11,2,High,95
AUH,Thursday,12,2,High,95
AUH,Thursday,13,2,High,95
AUH,Thursday,14,2,High,95
AUH,Thursday,15,2,High,90
AUH,Thursday,16,2,High,80
AUH,Thursday,17,0,Average,75
